coverage,stride,top1,n,model,dataset
10,1,0.5322033898305085,885,timesformer,hmdb51
10,2,0.5186440677966102,885,timesformer,hmdb51
10,4,0.49265536723163844,885,timesformer,hmdb51
10,8,0.44745762711864406,885,timesformer,hmdb51
10,16,0.4384180790960452,885,timesformer,hmdb51
25,1,0.6305084745762712,885,timesformer,hmdb51
25,2,0.6192090395480226,885,timesformer,hmdb51
25,4,0.5988700564971752,885,timesformer,hmdb51
25,8,0.5830508474576271,885,timesformer,hmdb51
25,16,0.5152542372881356,885,timesformer,hmdb51
50,1,0.7242937853107345,885,timesformer,hmdb51
50,2,0.7197740112994351,885,timesformer,hmdb51
50,4,0.7073446327683616,885,timesformer,hmdb51
50,8,0.6983050847457627,885,timesformer,hmdb51
50,16,0.6531073446327683,885,timesformer,hmdb51
75,1,0.7785310734463277,885,timesformer,hmdb51
75,2,0.768361581920904,885,timesformer,hmdb51
75,4,0.7672316384180791,885,timesformer,hmdb51
75,8,0.7615819209039548,885,timesformer,hmdb51
75,16,0.7175141242937854,885,timesformer,hmdb51
100,1,0.7728813559322034,885,timesformer,hmdb51
100,2,0.7728813559322034,885,timesformer,hmdb51
100,4,0.7740112994350282,885,timesformer,hmdb51
100,8,0.7819209039548023,885,timesformer,hmdb51
100,16,0.7548022598870057,885,timesformer,hmdb51
