coverage,stride,top1,n,model,dataset
10,1,0.4017857142857143,448,vivit,driveact
10,2,0.3950892857142857,448,vivit,driveact
10,4,0.38839285714285715,448,vivit,driveact
10,8,0.375,448,vivit,driveact
10,16,0.375,448,vivit,driveact
25,1,0.46651785714285715,448,vivit,driveact
25,2,0.4375,448,vivit,driveact
25,4,0.40848214285714285,448,vivit,driveact
25,8,0.38839285714285715,448,vivit,driveact
25,16,0.375,448,vivit,driveact
50,1,0.5513392857142857,448,vivit,driveact
50,2,0.515625,448,vivit,driveact
50,4,0.4799107142857143,448,vivit,driveact
50,8,0.4375,448,vivit,driveact
50,16,0.40625,448,vivit,driveact
75,1,0.5915178571428571,448,vivit,driveact
75,2,0.5848214285714286,448,vivit,driveact
75,4,0.5290178571428571,448,vivit,driveact
75,8,0.47544642857142855,448,vivit,driveact
75,16,0.4419642857142857,448,vivit,driveact
100,1,0.6339285714285714,448,vivit,driveact
100,2,0.6138392857142857,448,vivit,driveact
100,4,0.5267857142857143,448,vivit,driveact
100,8,0.46875,448,vivit,driveact
100,16,0.453125,448,vivit,driveact
