coverage,stride,top1,n
10,1,0.0338983050847457,177
10,2,0.0225988700564971,177
10,4,0.0169491525423728,177
10,8,0.0112994350282485,177
10,16,0.0112994350282485,177
25,1,0.0734463276836158,177
25,2,0.0621468926553672,177
25,4,0.0451977401129943,177
25,8,0.0282485875706214,177
25,16,0.0169491525423728,177
50,1,0.192090395480226,177
50,2,0.192090395480226,177
50,4,0.1638418079096045,177
50,8,0.096045197740113,177
50,16,0.03954802259887,177
75,1,0.2485875706214689,177
75,2,0.2768361581920904,177
75,4,0.2598870056497175,177
75,8,0.1638418079096045,177
75,16,0.0847457627118644,177
100,1,0.288135593220339,177
100,2,0.2937853107344633,177
100,4,0.3163841807909605,177
100,8,0.2429378531073446,177
100,16,0.135593220338983,177
