coverage,stride,top1,n
10,1,0.4090395480225989,885
10,2,0.3774011299435028,885
10,4,0.3344632768361582,885
10,8,0.3152542372881356,885
10,16,0.3016949152542373,885
25,1,0.5344632768361582,885
25,2,0.5175141242937853,885
25,4,0.4485875706214689,885
25,8,0.3977401129943503,885
25,16,0.3491525423728813,885
50,1,0.6011299435028249,885
50,2,0.5943502824858757,885
50,4,0.5548022598870056,885
50,8,0.4870056497175141,885
50,16,0.4056497175141243,885
75,1,0.631638418079096,885
75,2,0.6282485875706215,885
75,4,0.6135593220338983,885
75,8,0.5299435028248588,885
75,16,0.4485875706214689,885
100,1,0.6497175141242938,885
100,2,0.6474576271186441,885
100,4,0.6418079096045197,885
100,8,0.5683615819209039,885
100,16,0.488135593220339,885
