coverage,stride,top1,n
10,1,0.4327683615819209,885
10,2,0.4248587570621469,885
10,4,0.4022598870056497,885
10,8,0.3887005649717514,885
10,16,0.376271186440678,885
25,1,0.5186440677966102,885
25,2,0.5163841807909605,885
25,4,0.511864406779661,885
25,8,0.496045197740113,885
25,16,0.4440677966101695,885
50,1,0.5740112994350283,885
50,2,0.5683615819209039,885
50,4,0.5661016949152542,885
50,8,0.536723163841808,885
50,16,0.5062146892655367,885
75,1,0.5988700564971752,885
75,2,0.5966101694915255,885
75,4,0.5943502824858757,885
75,8,0.5943502824858757,885
75,16,0.5389830508474577,885
100,1,0.607909604519774,885
100,2,0.607909604519774,885
100,4,0.6033898305084746,885
100,8,0.5887005649717514,885
100,16,0.576271186440678,885
