coverage,stride,top1,n,model,dataset
10,1,0.3188118811881188,2020,slowfast_r50,ucf101
10,2,0.3306930693069307,2020,slowfast_r50,ucf101
10,4,0.3113861386138614,2020,slowfast_r50,ucf101
10,8,0.26732673267326734,2020,slowfast_r50,ucf101
10,16,0.2391089108910891,2020,slowfast_r50,ucf101
25,1,0.404950495049505,2020,slowfast_r50,ucf101
25,2,0.4,2020,slowfast_r50,ucf101
25,4,0.3886138613861386,2020,slowfast_r50,ucf101
25,8,0.35148514851485146,2020,slowfast_r50,ucf101
25,16,0.2905940594059406,2020,slowfast_r50,ucf101
50,1,0.5004950495049505,2020,slowfast_r50,ucf101
50,2,0.5014851485148515,2020,slowfast_r50,ucf101
50,4,0.48564356435643563,2020,slowfast_r50,ucf101
50,8,0.43564356435643564,2020,slowfast_r50,ucf101
50,16,0.3683168316831683,2020,slowfast_r50,ucf101
75,1,0.555940594059406,2020,slowfast_r50,ucf101
75,2,0.553960396039604,2020,slowfast_r50,ucf101
75,4,0.5386138613861386,2020,slowfast_r50,ucf101
75,8,0.49356435643564356,2020,slowfast_r50,ucf101
75,16,0.4193069306930693,2020,slowfast_r50,ucf101
100,1,0.5663366336633663,2020,slowfast_r50,ucf101
100,2,0.5673267326732673,2020,slowfast_r50,ucf101
100,4,0.5653465346534653,2020,slowfast_r50,ucf101
100,8,0.5217821782178218,2020,slowfast_r50,ucf101
100,16,0.453960396039604,2020,slowfast_r50,ucf101
