coverage,stride,top1,n,model,dataset
10,1,0.7465346534653465,2020,videomae,ucf101
10,2,0.7495049504950495,2020,videomae,ucf101
10,4,0.747029702970297,2020,videomae,ucf101
10,8,0.6841584158415842,2020,videomae,ucf101
10,16,0.5668316831683168,2020,videomae,ucf101
25,1,0.8589108910891089,2020,videomae,ucf101
25,2,0.8544554455445544,2020,videomae,ucf101
25,4,0.8544554455445544,2020,videomae,ucf101
25,8,0.8331683168316831,2020,videomae,ucf101
25,16,0.7247524752475247,2020,videomae,ucf101
50,1,0.9356435643564357,2020,videomae,ucf101
50,2,0.9371287128712872,2020,videomae,ucf101
50,4,0.9326732673267327,2020,videomae,ucf101
50,8,0.9118811881188119,2020,videomae,ucf101
50,16,0.8549504950495049,2020,videomae,ucf101
75,1,0.9549504950495049,2020,videomae,ucf101
75,2,0.9519801980198019,2020,videomae,ucf101
75,4,0.9529702970297029,2020,videomae,ucf101
75,8,0.9445544554455445,2020,videomae,ucf101
75,16,0.9064356435643565,2020,videomae,ucf101
100,1,0.9559405940594059,2020,videomae,ucf101
100,2,0.9554455445544554,2020,videomae,ucf101
100,4,0.9554455445544554,2020,videomae,ucf101
100,8,0.9524752475247524,2020,videomae,ucf101
100,16,0.9341584158415842,2020,videomae,ucf101
