coverage,stride,top1,n,model,dataset
10,1,0.5073446327683616,885,r2plus1d_18,hmdb51
10,2,0.47909604519774013,885,r2plus1d_18,hmdb51
10,4,0.43954802259887005,885,r2plus1d_18,hmdb51
10,8,0.37740112994350283,885,r2plus1d_18,hmdb51
10,16,0.36045197740112994,885,r2plus1d_18,hmdb51
25,1,0.6203389830508474,885,r2plus1d_18,hmdb51
25,2,0.6101694915254238,885,r2plus1d_18,hmdb51
25,4,0.5694915254237288,885,r2plus1d_18,hmdb51
25,8,0.4937853107344633,885,r2plus1d_18,hmdb51
25,16,0.4429378531073446,885,r2plus1d_18,hmdb51
50,1,0.7322033898305085,885,r2plus1d_18,hmdb51
50,2,0.7231638418079096,885,r2plus1d_18,hmdb51
50,4,0.6937853107344633,885,r2plus1d_18,hmdb51
50,8,0.607909604519774,885,r2plus1d_18,hmdb51
50,16,0.5107344632768361,885,r2plus1d_18,hmdb51
75,1,0.7977401129943503,885,r2plus1d_18,hmdb51
75,2,0.7864406779661017,885,r2plus1d_18,hmdb51
75,4,0.7751412429378531,885,r2plus1d_18,hmdb51
75,8,0.6836158192090396,885,r2plus1d_18,hmdb51
75,16,0.5751412429378531,885,r2plus1d_18,hmdb51
100,1,0.8090395480225989,885,r2plus1d_18,hmdb51
100,2,0.8124293785310734,885,r2plus1d_18,hmdb51
100,4,0.8011299435028248,885,r2plus1d_18,hmdb51
100,8,0.727683615819209,885,r2plus1d_18,hmdb51
100,16,0.6067796610169491,885,r2plus1d_18,hmdb51
