coverage,stride,top1,n
10,1,0.375,448
10,2,0.3504464285714285,448
10,4,0.3325892857142857,448
10,8,0.328125,448
10,16,0.328125,448
25,1,0.4866071428571428,448
25,2,0.4419642857142857,448
25,4,0.375,448
25,8,0.3459821428571428,448
25,16,0.328125,448
50,1,0.6450892857142857,448
50,2,0.5959821428571429,448
50,4,0.4732142857142857,448
50,8,0.3816964285714285,448
50,16,0.3549107142857143,448
75,1,0.7232142857142857,448
75,2,0.7120535714285714,448
75,4,0.5714285714285714,448
75,8,0.453125,448
75,16,0.375,448
100,1,0.7589285714285714,448
100,2,0.7388392857142857,448
100,4,0.65625,448
100,8,0.4955357142857143,448
100,16,0.3861607142857143,448
