coverage,stride,top1,n,model,dataset
10,1,0.45649717514124294,885,vivit,hmdb51
10,2,0.4033898305084746,885,vivit,hmdb51
10,4,0.36271186440677966,885,vivit,hmdb51
10,8,0.32429378531073444,885,vivit,hmdb51
10,16,0.31864406779661014,885,vivit,hmdb51
25,1,0.5853107344632769,885,vivit,hmdb51
25,2,0.559322033898305,885,vivit,hmdb51
25,4,0.5005649717514125,885,vivit,hmdb51
25,8,0.4248587570621469,885,vivit,hmdb51
25,16,0.36610169491525424,885,vivit,hmdb51
50,1,0.7220338983050848,885,vivit,hmdb51
50,2,0.7016949152542373,885,vivit,hmdb51
50,4,0.6361581920903955,885,vivit,hmdb51
50,8,0.5615819209039548,885,vivit,hmdb51
50,16,0.4847457627118644,885,vivit,hmdb51
75,1,0.8,885,vivit,hmdb51
75,2,0.784180790960452,885,vivit,hmdb51
75,4,0.7548022598870057,885,vivit,hmdb51
75,8,0.6689265536723163,885,vivit,hmdb51
75,16,0.5446327683615819,885,vivit,hmdb51
100,1,0.8045197740112995,885,vivit,hmdb51
100,2,0.7943502824858757,885,vivit,hmdb51
100,4,0.7593220338983051,885,vivit,hmdb51
100,8,0.6971751412429379,885,vivit,hmdb51
100,16,0.6101694915254238,885,vivit,hmdb51
