coverage,stride,top1,n,model,dataset
10,1,0.7495049504950495,2020,vivit,ucf101
10,2,0.7108910891089109,2020,vivit,ucf101
10,4,0.6445544554455446,2020,vivit,ucf101
10,8,0.5752475247524752,2020,vivit,ucf101
10,16,0.5301980198019802,2020,vivit,ucf101
25,1,0.8559405940594059,2020,vivit,ucf101
25,2,0.842079207920792,2020,vivit,ucf101
25,4,0.7985148514851486,2020,vivit,ucf101
25,8,0.7074257425742574,2020,vivit,ucf101
25,16,0.6099009900990099,2020,vivit,ucf101
50,1,0.9,2020,vivit,ucf101
50,2,0.8985148514851485,2020,vivit,ucf101
50,4,0.8797029702970297,2020,vivit,ucf101
50,8,0.8351485148514851,2020,vivit,ucf101
50,16,0.7445544554455445,2020,vivit,ucf101
75,1,0.9188118811881189,2020,vivit,ucf101
75,2,0.9207920792079208,2020,vivit,ucf101
75,4,0.9128712871287129,2020,vivit,ucf101
75,8,0.8881188118811881,2020,vivit,ucf101
75,16,0.8138613861386138,2020,vivit,ucf101
100,1,0.9277227722772278,2020,vivit,ucf101
100,2,0.9282178217821783,2020,vivit,ucf101
100,4,0.9222772277227723,2020,vivit,ucf101
100,8,0.9103960396039604,2020,vivit,ucf101
100,16,0.8678217821782178,2020,vivit,ucf101
