coverage,stride,top1,n
10,1,0.7232673267326732,2020
10,2,0.7089108910891089,2020
10,4,0.655940594059406,2020
10,8,0.5460396039603961,2020
10,16,0.4683168316831683,2020
25,1,0.8237623762376237,2020
25,2,0.8173267326732673,2020
25,4,0.80990099009901,2020
25,8,0.7292079207920792,2020
25,16,0.5985148514851485,2020
50,1,0.8707920792079208,2020
50,2,0.8668316831683168,2020
50,4,0.8683168316831683,2020
50,8,0.8396039603960396,2020
50,16,0.7465346534653465,2020
75,1,0.897029702970297,2020
75,2,0.8950495049504951,2020
75,4,0.8896039603960396,2020
75,8,0.8841584158415842,2020
75,16,0.8217821782178217,2020
100,1,0.898019801980198,2020
100,2,0.9,2020
100,4,0.897029702970297,2020
100,8,0.8935643564356436,2020
100,16,0.8539603960396039,2020
